"Path","Size","Modified","Algorithm","Checksum"
"\firmware\dep11\firmware-ipw2x00.patterns","1172","5/16/2026 10:11:50 AM","SHA256","575e3a207d63235e86ef6ff564b5b06f9d5e5d437b84117daad09aa5bde8135a"
"\firmware\dep11\firmware-ivtv.component","17","5/16/2026 10:11:50 AM","SHA256","ebba8e70bd1e399795fa2e5bbcb26d799862100e59710c00a6f4f9cd2fca4b8d"
"\firmware\dep11\firmware-ivtv.patterns","738","5/16/2026 10:11:50 AM","SHA256","f674d1778efb98ddeddc0f9b87712145201ceff22c12548941dafc75edd8a4d7"
"\firmware\dep11\firmware-iwlwifi.component","17","5/16/2026 10:11:51 AM","SHA256","ebba8e70bd1e399795fa2e5bbcb26d799862100e59710c00a6f4f9cd2fca4b8d"
"\firmware\dep11\firmware-iwlwifi.patterns","22384","5/16/2026 10:11:51 AM","SHA256","24e834aef89933d272764a5d405df1752ab2f1db21f85f14419ee538ad4a904a"
"\firmware\dep11\firmware-libertas.component","17","5/16/2026 10:11:52 AM","SHA256","ebba8e70bd1e399795fa2e5bbcb26d799862100e59710c00a6f4f9cd2fca4b8d"
"\firmware\dep11\firmware-libertas.patterns","1599","5/16/2026 10:11:52 AM","SHA256","a4090f6ea3d4b809a0f33ef793672d7189b53ccd0f3d351dbeeade1cc2ef2a75"
"\firmware\dep11\firmware-linux-free.component","4","5/16/2026 10:11:39 AM","SHA256","0d6e4079e36703ebd37c00722f5891d28b0e2811dc114b129215123adcce3605"
"\firmware\dep11\firmware-linux-free.patterns","21530","5/16/2026 10:11:39 AM","SHA256","e4ea0efee7821e456203fd132c47f4057d74bb5d084f1bf15f90c352cc467e97"
"\firmware\dep11\firmware-mediatek.component","17","5/16/2026 10:11:53 AM","SHA256","ebba8e70bd1e399795fa2e5bbcb26d799862100e59710c00a6f4f9cd2fca4b8d"
"\firmware\dep11\firmware-mediatek.patterns","23944","5/16/2026 10:11:53 AM","SHA256","eeaec551dfa77687d0d45a4560048cf0d5b1b63f3a87482d854458460fd6b47f"
"\firmware\dep11\firmware-misc-nonfree.component","17","5/16/2026 10:11:55 AM","SHA256","ebba8e70bd1e399795fa2e5bbcb26d799862100e59710c00a6f4f9cd2fca4b8d"
"\firmware\dep11\firmware-misc-nonfree.patterns","41868","5/16/2026 10:11:55 AM","SHA256","6de199e519d899708e11714d1be3de69b91dc2c3c8d3db3d478751c9c45ac4a0"
"\firmware\dep11\firmware-myricom.component","17","5/16/2026 10:11:55 AM","SHA256","ebba8e70bd1e399795fa2e5bbcb26d799862100e59710c00a6f4f9cd2fca4b8d"
"\firmware\dep11\firmware-myricom.patterns","88","5/16/2026 10:11:55 AM","SHA256","9a86572640a6690087ca9086a7f1c7d4bf0e93629d61bcbef3c5470e8dc91c98"
"\firmware\dep11\firmware-netronome.component","17","5/16/2026 10:11:56 AM","SHA256","ebba8e70bd1e399795fa2e5bbcb26d799862100e59710c00a6f4f9cd2fca4b8d"
"\firmware\dep11\firmware-netronome.patterns","600","5/16/2026 10:11:56 AM","SHA256","a3b8318adc6583ee1f164925b4384ae81c17af9a1e5c69cf107b3fcdfdd45d4e"
"\firmware\dep11\firmware-netxen.component","17","5/16/2026 10:11:56 AM","SHA256","ebba8e70bd1e399795fa2e5bbcb26d799862100e59710c00a6f4f9cd2fca4b8d"
"\firmware\dep11\firmware-netxen.patterns","690","5/16/2026 10:11:56 AM","SHA256","a902c4660b5effcb0452949dee6cec582dcc44a74db12b3ea5ce3369e8c095e1"
"\firmware\dep11\firmware-nvidia-graphics.component","17","5/16/2026 10:11:53 AM","SHA256","ebba8e70bd1e399795fa2e5bbcb26d799862100e59710c00a6f4f9cd2fca4b8d"
"\firmware\dep11\firmware-nvidia-graphics.patterns","235","5/16/2026 10:11:53 AM","SHA256","983d50baac487e1df5f4320a0f9acc2b2722c4cd562399fb8914350e6b708f5f"
"\firmware\dep11\firmware-qlogic.component","17","5/16/2026 10:11:57 AM","SHA256","ebba8e70bd1e399795fa2e5bbcb26d799862100e59710c00a6f4f9cd2fca4b8d"
"\firmware\dep11\firmware-qlogic.patterns","1944","5/16/2026 10:11:57 AM","SHA256","2f142cbf64ff1c000274f21fbd5cda8f7aec67233d2f2e94f2a2189370305c60"
"\firmware\dep11\firmware-realtek.component","17","5/16/2026 10:11:57 AM","SHA256","ebba8e70bd1e399795fa2e5bbcb26d799862100e59710c00a6f4f9cd2fca4b8d"
"\firmware\dep11\firmware-realtek.patterns","12058","5/16/2026 10:11:57 AM","SHA256","c57d5093df32894d32b64389bddb983d1c25ececa5eeb9f7679d41dc5b0cca0e"
"\firmware\dep11\firmware-sof-signed.component","17","5/16/2026 10:11:59 AM","SHA256","ebba8e70bd1e399795fa2e5bbcb26d799862100e59710c00a6f4f9cd2fca4b8d"
"\firmware\dep11\firmware-sof-signed.patterns","2841","5/16/2026 10:11:59 AM","SHA256","a6f2d9f7c3783f21aff0593ad453726100dc5808d320fd1fffeccdd9f8b63b05"
"\firmware\dep11\firmware-zd1211.component","17","5/16/2026 10:12:00 AM","SHA256","ebba8e70bd1e399795fa2e5bbcb26d799862100e59710c00a6f4f9cd2fca4b8d"
"\firmware\dep11\firmware-zd1211.patterns","1180","5/16/2026 10:12:00 AM","SHA256","b5b9b3259471266750323f21789a69ea5928725e81730b263694225aded28b40"
"\firmware\dep11\README.txt","84","5/16/2026 10:11:34 AM","SHA256","187f1f21805c407d9af1fe1b05b48b0858de9234241bf965c236028ee08064cf"
"\firmware\firmware-amd-graphics_20250410-2_all.deb","15087716","4/24/2025 8:47:09 PM","SHA256","22fa89a699044d92e54c9a3b6d737da4f474245fa2001d3cbc039b74d56ac933"
"\firmware\firmware-ast_20140808-10_all.deb","9040","3/20/2025 2:58:06 AM","SHA256","f772d3eeb94e298615183137e7e4b3b77586ac9c6f343c8eb8f6af93f5e7e7c7"
"\firmware\firmware-ath9k-htc_1.4.0-110-ge888634+dfsg1-0.1_all.deb","45040","1/5/2025 2:37:48 PM","SHA256","f001b88b89b8a89f10ecc2fb8d941f59a86cfc690eeeb1f073d85b70d1b303c4"
"\firmware\firmware-atheros_20250410-2_all.deb","29474828","4/24/2025 8:47:09 PM","SHA256","8387a45e9307052858185620ab30efebbf9660b072d6c8309673bf112e291f35"
"\firmware\firmware-b43-installer_019-14_all.deb","8620","7/17/2025 7:30:24 AM","SHA256","4f1c3ff18d09382f6e1c36c5fc9f498f9ac5b111ce8af7616b792f722c729bd8"
"\firmware\firmware-b43legacy-installer_019-14_all.deb","7660","7/17/2025 7:30:24 AM","SHA256","86ed887108aad8ec47fbbf5e30646597d1387a607c305cbd470bf22ab825a998"
"\firmware\firmware-bnx2_20250410-2_all.deb","155352","4/24/2025 8:47:09 PM","SHA256","58a34a89a3eebeecf5dbf284865ef450b5ea505ec09fa7cad3719a97af908a7c"
"\firmware\firmware-bnx2x_20250410-2_all.deb","1759884","4/24/2025 8:47:09 PM","SHA256","eb094dafeda978b80e082a78c4ed083a92032c153959a1c050a0ec15c269225c"
"\firmware\firmware-brcm80211_20250410-2_all.deb","5379304","4/24/2025 8:47:09 PM","SHA256","266cc703e2299f5253fd1ff9a1fd625d85a2c8e5a88b1a65fcc190ac384ce3d7"
"\firmware\firmware-carl9170_1.9.9-450-gad1c721+dfsg-0.1_all.deb","15336","1/5/2025 5:49:10 PM","SHA256","23f34269d237bc66e34097ef4816e29472cc3d94dbc6c37d2b00785978f1fae1"
"\firmware\firmware-cavium_20250410-2_all.deb","702508","4/24/2025 8:47:09 PM","SHA256","6686dc8a98283c4b854f8a021da0184cd1d032f2f4726720edd2506652d38df2"
"\firmware\firmware-cirrus_20250410-2_all.deb","331256","4/24/2025 8:47:09 PM","SHA256","ffce3e326cd30bc4137ca46ce9bd5a65a6c1bd7e8d22b062a4d9699d9cda1569"
"\firmware\firmware-intel-graphics_20250410-2_all.deb","6419104","4/24/2025 8:47:09 PM","SHA256","253d624068b361cfbc43c88b64ec0904fd14de1b704f89bdbe457a2e7edba2dc"
"\firmware\firmware-intel-misc_20250410-2_all.deb","1868120","4/24/2025 8:47:09 PM","SHA256","90c04a9fc6443f834290b8c3e51d12a95ece465e83aabe4cd32343be7aee768f"
"\firmware\firmware-intel-sound_20250410-2_all.deb","831516","4/24/2025 8:47:09 PM","SHA256","d88fc3b895f4d55f463a27b7b6f94d0a79581f268611aa580906bcd9bb067ed4"
"\firmware\firmware-ipw2x00_20250410-2_all.deb","301600","4/24/2025 8:47:09 PM","SHA256","a0351412176598056d18982d905aa9605b6250bfb16c316fa773c6716868db56"
"\firmware\firmware-ivtv_20250410-2_all.deb","160360","4/24/2025 8:47:09 PM","SHA256","91bfe2114683755ff482579c9b526890379e6fcf98e0dfccadefabcca9717582"
"\firmware\firmware-iwlwifi_20250410-2_all.deb","16693476","4/24/2025 8:47:09 PM","SHA256","ec0e18c0214abb1402b244c41e8f6769ffb3f4d75486536c007c5bef95f08cf5"
"\firmware\firmware-libertas_20250410-2_all.deb","3622936","4/24/2025 8:47:09 PM","SHA256","7bf53cba57d750ae8c91ee90b5d5477be9fe26592f11baf48871d7ed18109aa4"
"\firmware\firmware-linux-free_20241210-2_all.deb","17832","4/25/2025 2:06:07 AM","SHA256","0b7c194014d9344363c6be5fabbb808cf72a3099b4ba57ec3af2144c29f56db3"
"\firmware\firmware-mediatek_20250410-2_all.deb","19598740","4/24/2025 8:47:10 PM","SHA256","957f82d72d413f4577f45bfad03237b1dd6f8693eddc226ac452f9c5d4187012"
"\firmware\firmware-misc-nonfree_20250410-2_all.deb","4330568","4/24/2025 8:47:10 PM","SHA256","351924ccf5fe3ec5c3e68ae1b283baf6b1674cedca07b0ebf0014c74faba43df"
"\firmware\firmware-myricom_20250410-2_all.deb","324884","4/24/2025 8:47:10 PM","SHA256","8b08186ac53c178af526153af532247f253007bdcf7ed9d9bff9e7ba93f3affc"
"\firmware\firmware-netronome_20250410-2_all.deb","1764192","4/24/2025 8:47:10 PM","SHA256","56e5e205651ab66437aa312c307d512f57886809ea497cd07727b03ab4e46b37"
"\firmware\firmware-netxen_20250410-2_all.deb","1295584","4/24/2025 8:47:10 PM","SHA256","c63a4d435c25f9906da5a40e2bb9ca5116ef1c1fa22266242eab982409e05497"
"\firmware\firmware-nvidia-graphics_20250410-2_all.deb","39481748","4/24/2025 8:47:10 PM","SHA256","1ec5cf5a9532e1b93bd927c8085c4026abb61cd40ef899785de0fa7d37f49643"
"\firmware\firmware-qlogic_20250410-2_all.deb","2154612","4/24/2025 8:47:10 PM","SHA256","ee0bfd4c92db5ccdbb72fceda6603fb54b256c4351ddd6fb044bef16e6866dce"
"\firmware\firmware-realtek_20250410-2_all.deb","2859648","4/24/2025 8:47:10 PM","SHA256","925755a9b0891c7dc39bbb73d28ab8f7193d37303b5022e8bc9d458b9b4aaa4e"
"\firmware\firmware-siano_20250410-2_all.deb","376840","4/24/2025 8:47:10 PM","SHA256","3e0118ee7b2cf5629e04f23988c1fefbba5e63cd542f654d80221bda6b13d202"
"\firmware\firmware-sof-signed_2025.01-1_all.deb","1377152","2/23/2025 1:58:53 PM","SHA256","3a74157bd612ef9e408b80f09e751274698ecefef77c3e302a6462728cc90797"
"\firmware\firmware-zd1211_1.5-13_all.deb","13524","1/24/2025 2:47:58 AM","SHA256","67ded020fbf771c60c9bdece6fc98093ae3eb3f17e967b6503bfc56b405bafbc"
"\firmware\intel-microcode_3.20251111.1~deb13u1_amd64.deb","12847144","12/21/2025 6:26:24 PM","SHA256","1731b32e9dd2187ede409a74efa466c9f3a8178dce8151b5ba37e457bee5d25e"
"\install.amd\gtk\initrd.gz","76577664","5/16/2026 10:11:04 AM","SHA256","b2b4e36a6ede7e3507f7ab624f0f084ec4ab3b6f5fdb8f8484d0421a73ff672e"
"\install.amd\gtk\vmlinuz","12117952","5/16/2026 10:10:56 AM","SHA256","4cc864b8e34c86c281f66b36157a52945a95a1b290762245c608b7c7e3934a11"
"\install.amd\initrd.gz","24321642","5/16/2026 10:10:56 AM","SHA256","aa522af25c1a579b54c123b929b476c425e218efd1d2d84ec471ba07249143fa"
"\install.amd\vmlinuz","12117952","5/16/2026 10:10:56 AM","SHA256","4cc864b8e34c86c281f66b36157a52945a95a1b290762245c608b7c7e3934a11"
"\install.amd\xen\debian.cfg","6275","5/16/2026 10:11:01 AM","SHA256","d1f05cbb897d40780a2a4bb740f49c0771c077c9a9c81b658e6e2505428df469"
"\install.amd\xen\initrd.gz","66347748","5/16/2026 10:11:01 AM","SHA256","8a36dec9341e5b4d0583f135b2ff5a410f4c0e87e55cacdc51ba1254e4710811"
"\install.amd\xen\vmlinuz","12117952","5/16/2026 10:10:56 AM","SHA256","4cc864b8e34c86c281f66b36157a52945a95a1b290762245c608b7c7e3934a11"
"\isolinux\addrk.cfg","338","5/16/2026 10:11:06 AM","SHA256","e26346af1c62c9ca4c97b6d3605067eb3df9ce3a0f6fc97c6489330d3bbdce40"
"\isolinux\addrkgtk.cfg","402","5/16/2026 10:11:06 AM","SHA256","e6a82f76aab669789e00698c9450434efe7995ea98333bdebffd04e4792f9750"
"\isolinux\adgtk.cfg","369","5/16/2026 10:11:06 AM","SHA256","5eb07af7d4981beea5f1f8d774d2b6ac6b05880d2b5c385a66383f92e065e05a"
"\isolinux\adspkgtk.cfg","592","5/16/2026 10:11:06 AM","SHA256","24258541fdf36c4aa66836b2b14c2f889ded96721b3c807f853cd7ce43f55f96"
"\isolinux\adtxt.cfg","308","5/16/2026 10:11:06 AM","SHA256","282d2445f5e8347a8f32cf984b94991b012df8bb443b11ff491a4eebbf67a144"
"\isolinux\boot.cat","2048","5/16/2026 10:12:45 AM","SHA256","33e91194b4c96e39dcf2b649ca1444c38e25c3a3b2023af267a9f24503473f4a"
"\isolinux\drk.cfg","170","5/16/2026 10:11:06 AM","SHA256","2936660b26e6fe928cd4c206fb235c108c5b399718c35fc6d0be8c641e2ac7d6"
"\isolinux\drkgtk.cfg","190","5/16/2026 10:11:06 AM","SHA256","47e6f5b1fb987ca30fca8ea09c29831fedbe5a7ca0496455027b05d97aaea443"
"\isolinux\drkmenu.cfg","816","5/16/2026 10:11:06 AM","SHA256","db6cceab64d266b77188d2c871fe500c4e5c246270c50a320dc31e0a79c8340e"
"\isolinux\exithelp.cfg","53","5/16/2026 10:11:06 AM","SHA256","98fb9091dc2ebadf1c62a193c7e5bdb5f8bc88df13e70ddbc5218838438ff599"
"\isolinux\f1.txt","891","5/16/2026 10:11:06 AM","SHA256","8429d87ccb530ef8dab6f7a43dcb6c32d84ca199010fec013b01f1c5174d304c"
"\isolinux\f10.txt","568","5/11/2026 12:23:16 PM","SHA256","6d1fb224081ee18cc6143e7447a51d03fc340a44f80f9330a9b19c9011ed9e7c"
"\isolinux\f2.txt","671","5/11/2026 12:23:16 PM","SHA256","071f95692245bc3022b438c61d45d427c16ce9f4146ee60c76567de235c7ac10"
"\isolinux\f3.txt","905","5/11/2026 12:23:16 PM","SHA256","15bbe07aaf505ebffa1157305d266eafe4a16e97a9ae9d388d48744222ce5b23"
"\isolinux\f4.txt","486","5/11/2026 12:23:16 PM","SHA256","8293c30502fa544dbf3b4719a05d2931efd040171ffe4c71dc3c1b5f4276f29d"
"\isolinux\f5.txt","806","5/11/2026 12:23:16 PM","SHA256","19071cb76ea8960ee5cf7a15a00ee38f1127a76a9830d6950ff60517ecd42982"
"\isolinux\f6.txt","1212","5/11/2026 12:23:16 PM","SHA256","fabd4de5b078f2624998c2e2f62a9c517e3658c1f9464ac30c4a84844812fd08"
"\isolinux\f7.txt","916","5/11/2026 12:23:16 PM","SHA256","bed94563fe9d316654b224dc0a390bde5b7879329d6ebc1208088f5f27a4cc1e"
"\isolinux\f8.txt","1042","5/11/2026 12:23:16 PM","SHA256","f09dd652f9211a715a5da7e7f4aabae8ebad123bda89d6197bc1b156277030ff"
"\isolinux\f9.txt","769","5/11/2026 12:23:16 PM","SHA256","a942803ab18bc3d248b5e5e16a01216d668d2dfd6e96e1af2d918ff956c9355f"
"\isolinux\gtk.cfg","171","5/16/2026 10:11:06 AM","SHA256","0e9a7564593419326670e31ec7064f9d22223e4ebc0d8c84ced76149f3a3dd98"
"\isolinux\isolinux.bin","38912","5/16/2026 10:11:00 AM","SHA256","dc1db86d6237697c831a6dfa5f8c63f2f2b32dc2da33b2a0bb9d051b31d01713"
"\isolinux\isolinux.cfg","157","5/16/2026 10:11:06 AM","SHA256","34befdd9cf0c47c265aaa347c2389ec9d99e7304fcabdd1e26b4ecc93e8b9583"
"\isolinux\ldlinux.c32","118724","5/16/2026 10:11:00 AM","SHA256","04f7a2be02cf16f4216b52c3a9f5add8fae55ca1557d6561759201733fe856cc"
"\isolinux\libcom32.c32","167700","5/16/2026 10:11:00 AM","SHA256","38a3762b2ca45b8c69b782f3f17b44ccb65c4450f08adf07c8dc67bfd7dd8a78"
"\isolinux\libutil.c32","24808","5/16/2026 10:11:00 AM","SHA256","4d3592fe0cc1a7c5fbbaa5ff0e04ebd4bc49ae4dcab55e4cbc1ab5d7438bf108"
"\isolinux\menu.cfg","1189","5/16/2026 10:11:06 AM","SHA256","35027599b6399da82871d645a6e0a8034f102defe046766721adf579724e0833"
"\isolinux\prompt.cfg","175","5/16/2026 10:11:06 AM","SHA256","cf6966c644e90239b294652d5ab65d8cf5fe8035ee52cfe877e1431188326649"
"\isolinux\rqdrk.cfg","158","5/16/2026 10:11:06 AM","SHA256","7b6526e043e3f60038460a9edb1470558cd0291acf8aeed6ab404acfdfd6f147"
"\isolinux\rqdrkgtk.cfg","174","5/16/2026 10:11:06 AM","SHA256","efd7f5370944d4bb38e71e0be0977cefd900295bc8ff013148b240a7b013a48a"
"\isolinux\rqgtk.cfg","160","5/16/2026 10:11:06 AM","SHA256","ce8490ec94f1654dd856906d9f0ce54b90f36534c40ac9f58abbf90cc7c1c580"
"\isolinux\rqspkgtk.cfg","177","5/16/2026 10:11:06 AM","SHA256","eb42496ff10ca5afa1374e8da606916297021f5fe5895272252106f1938d7094"
"\isolinux\rqtxt.cfg","143","5/16/2026 10:11:06 AM","SHA256","6f014941c05812bf16929c691e9d8ce3da8036ac5d1a129e62dbb13ac376b091"
"\isolinux\spkgtk.cfg","409","5/16/2026 10:11:06 AM","SHA256","189e399eaee5a30acda5995b2becbb01332798bea1da401bf5a46da29cfc556f"
"\isolinux\splash.png","58099","5/11/2026 12:23:16 PM","SHA256","b236addaf6932487972b83071f60356a3a9efe617dc386b3bfbf5885d1b17757"
"\isolinux\stdmenu.cfg","734","5/16/2026 10:11:06 AM","SHA256","11cbf061c34484948f55bed38e7ce28182daac9b7482dbd92abf547d52763eb2"
"\isolinux\txt.cfg","121","5/16/2026 10:11:06 AM","SHA256","9dad0c526c0221146841abb10ee65da116871e141a06cef41e34041835128c7d"
"\isolinux\vesamenu.c32","26584","5/16/2026 10:11:00 AM","SHA256","c77fa58cbb70dbcad6a00dae9da8f6899f19f8d51d1ce16f122f205e7be59d43"
"\isolinux\win32-loader.ini","217","5/11/2026 12:23:16 PM","SHA256","96ae38940a4ee7c425a3a48d1792279bad8042d286ccad6f49907a116972e013"
"\md5sum.txt","82706","5/16/2026 10:12:26 AM","SHA256","f8f3f1fa8c9077c3c78a56a62f8b1cfb2a6c97350def4a4a3dd0067c10c316fb"
"\pics\blue-lowerleft.png","294","7/18/2021 11:09:36 PM","SHA256","377adec12122cad3fa75141d9dbf2bbb557de4b98ede58ccb5acda31063ec025"
"\pics\blue-lowerright.png","266","7/18/2021 11:09:36 PM","SHA256","2d7d1bc77f26b155e6dce54dd516ab964d4dc22f86da882c3b942c9f734be188"
"\pics\blue-upperleft.png","280","7/18/2021 11:09:36 PM","SHA256","02247cdbb05e15b36f226bcc77996f525e8598f95fc2aa68a012859f55ec5874"
"\pics\blue-upperright.png","290","7/18/2021 11:09:36 PM","SHA256","303dc689afdf6d68edbf8fc2485b1fbce1ed36c890b32fe8c43e0a960fe21fff"
"\pics\debian-61.png","8033","6/12/2023 8:21:54 AM","SHA256","9b25e026c2422c55da12795f087c777d4362818987191f9af926e4bb024f7ac9"
"\pics\debian-edu-installer-logo.png","38660","5/16/2026 10:07:06 AM","SHA256","3112de080244d4a3a08efbe494b4c0b676e21930fbecdcef3bf94e4ed872cc52"
"\pics\debian.jpg","8442","7/18/2021 11:09:36 PM","SHA256","35ad70c79809bb02608c74d1072976b41507869c9a2a3ad7ac39cb464cfca5d9"
"\pics\dot_bw.gif","43","6/12/2023 8:21:54 AM","SHA256","8ed705aab168de2a691e736e320622de21c10361048111100d539a75e3a8101e"
"\pics\gradient.png","254","6/12/2023 8:21:54 AM","SHA256","8dcac2475701f2112d47aaa9ffb01b2ffd9c6a27e61e4db27598a041f9d88a8a"
"\pics\hl_c.png","263","6/12/2023 8:21:54 AM","SHA256","b886b176d2f6cbae86dd9200dca91eda9d307dcfe9d6ccb0723413baf6d7f4eb"
"\pics\logo-50.jpg","3986","7/18/2021 11:09:36 PM","SHA256","3b57ce76eb02bb648a5e2eca27989ef9d2303395df034b04b651d31852cc3380"
"\pics\openlogo-nd-50.png","1429","6/12/2023 8:21:54 AM","SHA256","d0e203ac00c63f4c1ecb4299ecc693cda59d461cab42e191ac9037f4c40db56c"
"\pics\red-lowerleft.png","353","7/18/2021 11:09:36 PM","SHA256","ac39006798e4398719ab947efbe92736d31542149bcb20674c99dc5e8c0e72bd"
"\pics\red-lowerright.png","299","7/18/2021 11:09:36 PM","SHA256","ff75c9a29aaf8a7851019ca432cc421911de7c5995aabbf97800f27b5fd87db0"
"\pics\red-upperleft.png","321","7/18/2021 11:09:36 PM","SHA256","374adeee0ee38e2c6939c5c87b0c2d870b39ce7ef83fcbdf050b37cc5ca74efb"
"\pics\red-upperright.png","344","7/18/2021 11:09:36 PM","SHA256","6790a6211da7e03004eae52a9beab702db73cc8c0a0fea8a5d6b2c2117b7aa94"
"\pics\splash-skolelinux.png","53220","5/16/2026 10:07:06 AM","SHA256","f249fbb5f571196078fd37ff5ac5f43a42ea641b0c0f41e2cbb58506c37ca2d6"
"\pool\contrib\b\b43-fwcutter\b43-fwcutter_019-14_amd64.deb","26304","7/17/2025 7:30:30 AM","SHA256","0a0b3667a6de85a850ba1a0778aec334e0970dcaab2a03b31d0630f1978933c7"
"\pool\contrib\b\b43-fwcutter\firmware-b43-installer_019-14_all.deb","8620","7/17/2025 7:30:24 AM","SHA256","4f1c3ff18d09382f6e1c36c5fc9f498f9ac5b111ce8af7616b792f722c729bd8"
"\pool\contrib\b\b43-fwcutter\firmware-b43legacy-installer_019-14_all.deb","7660","7/17/2025 7:30:24 AM","SHA256","86ed887108aad8ec47fbbf5e30646597d1387a607c305cbd470bf22ab825a998"
"\pool\main\a\acl\acl-udeb_2.3.2-2+b1_amd64.udeb","22064","10/28/2024 3:09:31 PM","SHA256","b74330955fd3baa1e9557a5b3c38fd0413dae7bcca6b2b14081e0f2d462d46e3"
"\pool\main\a\acl\libacl1_2.3.2-2+b1_amd64.deb","32860","10/28/2024 3:09:31 PM","SHA256","08074f01e384bc07c0c2d79a58cf4a6523f71cf75d1808101c79617656c9a39d"
"\pool\main\a\acl\libacl1-udeb_2.3.2-2+b1_amd64.udeb","14340","10/28/2024 3:09:31 PM","SHA256","b5b0a2543abcf5c6f07fb30a574bd7f5ac0b6a831f82e11137f71e3738fefb91"
"\pool\main\a\acpi-support\acpi-support-base_0.143-5.2_all.deb","6908","5/26/2024 11:33:44 PM","SHA256","9ada1482c47ec3d802908de3f5a73a108fc17f36d68ed5600a149a7a44990b68"
"\pool\main\a\acpi\acpi_1.8-1_amd64.deb","13368","2/28/2025 9:56:59 AM","SHA256","a1363baf3171ade234e1e42d9a058a437883a8359062e1ee6da14ebed01fc6d8"
"\pool\main\a\acpid\acpid_2.0.34-1+b1_amd64.deb","46860","1/7/2024 2:49:11 PM","SHA256","a90780c40e2c82c8df1a821ff46600fc253de1da09762edc1361fb0eb2d91896"
"\pool\main\a\adduser\adduser_3.152_all.deb","190932","5/6/2025 7:29:12 PM","SHA256","e50984d2e1ef6300e3fd51303839842189a077b10cb5cadff1923df10c61c493"
"\pool\main\a\alsa-lib\libasound2-data_1.2.14-1_all.deb","21092","4/14/2025 7:00:49 PM","SHA256","fe973f6467a6fc553ead004bd5aebfea4eb45c5da827cd3fb32650d9672ac947"
"\pool\main\a\alsa-lib\libasound2-udeb_1.2.14-1_amd64.udeb","380556","4/14/2025 7:00:48 PM","SHA256","4ccea8d246a6223539599cfeef6c1ca79ad4e57b78dc7f082bc35064d5289175"
"\pool\main\a\alsa-lib\libasound2t64_1.2.14-1_amd64.deb","381012","4/14/2025 7:00:48 PM","SHA256","f03a2bd9d234f4e6d283c36520d66befd0952d6f5ba454badd8fae2305ad70a1"
"\pool\main\a\alsa-lib\libatopology2t64_1.2.14-1_amd64.deb","51332","4/14/2025 7:00:48 PM","SHA256","a251ea245fd4a27d4d6834a380b17119fbaedfc2b3ed388ca72383e4a5e58ff9"
"\pool\main\a\alsa-topology-conf\alsa-topology-conf_1.2.5.1-3_all.deb","15276","5/30/2024 10:02:09 PM","SHA256","10795db61688404bb3aaee34fd0dc3827dd90703851ed3fb2106ef42ed3abdf8"
"\pool\main\a\alsa-ucm-conf\alsa-ucm-conf_1.2.14-1_all.deb","92476","4/14/2025 7:16:14 PM","SHA256","bbf96c1597e8cfad375b3045715adc1db46819996a3fe760ce042dbde8701655"
"\pool\main\a\alsa-utils\alsa-utils_1.2.14-1_amd64.deb","1140648","4/14/2025 9:27:51 PM","SHA256","1e2b5f31fc826e1af25e2a12e37cd8d361ff25feaf224c6bbef3cc5d6cd2596b"
"\pool\main\a\alsa-utils\alsa-utils-udeb_1.2.14-1_amd64.udeb","61696","4/14/2025 9:27:51 PM","SHA256","4192610d68f686b6d8166bc8ef1276a493bd35f82151ee024300e52ebf55fde9"
"\pool\main\a\apparmor\apparmor_4.1.0-1_amd64.deb","710236","4/10/2025 5:27:02 PM","SHA256","a08bf026cde3895f76d27cb5f9ba3d31d0ecf8b5b00cab9b70edaa7473d4b0a1"
"\pool\main\a\apparmor\libapparmor1_4.1.0-1_amd64.deb","43688","4/10/2025 5:27:02 PM","SHA256","4158976c77038b93021967f425b4cc505df18c4f5e3f444732399e7ed4af4419"
"\pool\main\a\apt-setup\apt-cdrom-setup_0.198_all.udeb","60724","7/20/2025 5:22:27 AM","SHA256","be94c55b286af97cdfac3da8838b3ddb3fffceaf12885a5a9b809be1f3840466"
"\pool\main\a\apt-setup\apt-mirror-setup_0.198_all.udeb","60948","7/20/2025 5:22:27 AM","SHA256","63ea527417929e40f6b8f220405ae7e4a89540299d638c0bffcd6de2a949c8e1"
"\pool\main\a\apt-setup\apt-setup-udeb_0.198_amd64.udeb","80204","7/20/2025 5:22:31 AM","SHA256","a56fda4905de64e3cb03c62c77187f9049099b0d3cf448d77e5482afa3e6c06a"
"\pool\main\a\apt\apt_3.0.3_amd64.deb","1452192","6/24/2025 6:04:52 PM","SHA256","55e341fbe92d7502c98faf1b3c235393ea0744db119cf2173603e965b658aef4"
"\pool\main\a\apt\apt-transport-https_3.0.3_all.deb","38636","6/24/2025 6:04:56 PM","SHA256","b160504c20da5557ad6d5dd691f2ea486874e50539af2e5f389b5cbb047837e7"
"\pool\main\a\apt\apt-utils_3.0.3_amd64.deb","336256","6/24/2025 6:04:52 PM","SHA256","679daae89a4f3a514e17de6efb7a6125fd727eb4999cdbaeacd8bab118b8ee69"
"\pool\main\a\apt\libapt-pkg7.0_3.0.3_amd64.deb","1112916","6/24/2025 6:04:52 PM","SHA256","fdcc9f780c7de466c7f0038e6e242c73cb63c8f9fe2781a3185a2c810984ab0a"
