"RecordType","Path","Size","Modified","ShortSha256","RpmPath","Name","Version","Release","Epoch","Architecture","License","Summary","SourceRpm","PayloadFormat","PayloadCompressor","PackagedFilePath","ParseStatus","ParseError"
"ISOFile","\firmware\firmware-carl9170_1.9.9-450-gad1c721+dfsg-0.1_all.deb","15336","1/5/2025 5:49:10 PM","23f34269d237","","","","","","","","","","","","","",""
"ISOFile","\firmware\firmware-cavium_20250410-2_all.deb","702508","4/24/2025 8:47:09 PM","6686dc8a9828","","","","","","","","","","","","","",""
"ISOFile","\firmware\firmware-cirrus_20250410-2_all.deb","331256","4/24/2025 8:47:09 PM","ffce3e326cd3","","","","","","","","","","","","","",""
"ISOFile","\firmware\firmware-intel-graphics_20250410-2_all.deb","6419104","4/24/2025 8:47:09 PM","253d624068b3","","","","","","","","","","","","","",""
"ISOFile","\firmware\firmware-intel-misc_20250410-2_all.deb","1868120","4/24/2025 8:47:09 PM","90c04a9fc644","","","","","","","","","","","","","",""
"ISOFile","\firmware\firmware-intel-sound_20250410-2_all.deb","831516","4/24/2025 8:47:09 PM","d88fc3b895f4","","","","","","","","","","","","","",""
"ISOFile","\firmware\firmware-ipw2x00_20250410-2_all.deb","301600","4/24/2025 8:47:09 PM","a03514121765","","","","","","","","","","","","","",""
"ISOFile","\firmware\firmware-ivtv_20250410-2_all.deb","160360","4/24/2025 8:47:09 PM","91bfe2114683","","","","","","","","","","","","","",""
"ISOFile","\firmware\firmware-iwlwifi_20250410-2_all.deb","16693476","4/24/2025 8:47:09 PM","ec0e18c0214a","","","","","","","","","","","","","",""
"ISOFile","\firmware\firmware-libertas_20250410-2_all.deb","3622936","4/24/2025 8:47:09 PM","7bf53cba57d7","","","","","","","","","","","","","",""
"ISOFile","\firmware\firmware-linux-free_20241210-2_all.deb","17832","4/25/2025 2:06:07 AM","0b7c194014d9","","","","","","","","","","","","","",""
"ISOFile","\firmware\firmware-mediatek_20250410-2_all.deb","19598740","4/24/2025 8:47:10 PM","957f82d72d41","","","","","","","","","","","","","",""
"ISOFile","\firmware\firmware-misc-nonfree_20250410-2_all.deb","4330568","4/24/2025 8:47:10 PM","351924ccf5fe","","","","","","","","","","","","","",""
"ISOFile","\firmware\firmware-myricom_20250410-2_all.deb","324884","4/24/2025 8:47:10 PM","8b08186ac53c","","","","","","","","","","","","","",""
"ISOFile","\firmware\firmware-netronome_20250410-2_all.deb","1764192","4/24/2025 8:47:10 PM","56e5e205651a","","","","","","","","","","","","","",""
"ISOFile","\firmware\firmware-netxen_20250410-2_all.deb","1295584","4/24/2025 8:47:10 PM","c63a4d435c25","","","","","","","","","","","","","",""
"ISOFile","\firmware\firmware-nvidia-graphics_20250410-2_all.deb","39481748","4/24/2025 8:47:10 PM","1ec5cf5a9532","","","","","","","","","","","","","",""
"ISOFile","\firmware\firmware-qlogic_20250410-2_all.deb","2154612","4/24/2025 8:47:10 PM","ee0bfd4c92db","","","","","","","","","","","","","",""
"ISOFile","\firmware\firmware-realtek_20250410-2_all.deb","2859648","4/24/2025 8:47:10 PM","925755a9b089","","","","","","","","","","","","","",""
"ISOFile","\firmware\firmware-siano_20250410-2_all.deb","376840","4/24/2025 8:47:10 PM","3e0118ee7b2c","","","","","","","","","","","","","",""
"ISOFile","\firmware\firmware-sof-signed_2025.01-1_all.deb","1377152","2/23/2025 1:58:53 PM","3a74157bd612","","","","","","","","","","","","","",""
"ISOFile","\firmware\firmware-zd1211_1.5-13_all.deb","13524","1/24/2025 2:47:58 AM","67ded020fbf7","","","","","","","","","","","","","",""
"ISOFile","\firmware\intel-microcode_3.20251111.1~deb13u1_amd64.deb","12847144","12/21/2025 6:26:24 PM","1731b32e9dd2","","","","","","","","","","","","","",""
"ISOFile","\install.amd\gtk\initrd.gz","76577664","5/16/2026 10:11:04 AM","b2b4e36a6ede","","","","","","","","","","","","","",""
"ISOFile","\install.amd\gtk\vmlinuz","12117952","5/16/2026 10:10:56 AM","4cc864b8e34c","","","","","","","","","","","","","",""
"ISOFile","\install.amd\initrd.gz","24321642","5/16/2026 10:10:56 AM","aa522af25c1a","","","","","","","","","","","","","",""
"ISOFile","\install.amd\vmlinuz","12117952","5/16/2026 10:10:56 AM","4cc864b8e34c","","","","","","","","","","","","","",""
"ISOFile","\install.amd\xen\debian.cfg","6275","5/16/2026 10:11:01 AM","d1f05cbb897d","","","","","","","","","","","","","",""
"ISOFile","\install.amd\xen\initrd.gz","66347748","5/16/2026 10:11:01 AM","8a36dec9341e","","","","","","","","","","","","","",""
"ISOFile","\install.amd\xen\vmlinuz","12117952","5/16/2026 10:10:56 AM","4cc864b8e34c","","","","","","","","","","","","","",""
"ISOFile","\isolinux\addrk.cfg","338","5/16/2026 10:11:06 AM","e26346af1c62","","","","","","","","","","","","","",""
"ISOFile","\isolinux\addrkgtk.cfg","402","5/16/2026 10:11:06 AM","e6a82f76aab6","","","","","","","","","","","","","",""
"ISOFile","\isolinux\adgtk.cfg","369","5/16/2026 10:11:06 AM","5eb07af7d498","","","","","","","","","","","","","",""
"ISOFile","\isolinux\adspkgtk.cfg","592","5/16/2026 10:11:06 AM","24258541fdf3","","","","","","","","","","","","","",""
"ISOFile","\isolinux\adtxt.cfg","308","5/16/2026 10:11:06 AM","282d2445f5e8","","","","","","","","","","","","","",""
"ISOFile","\isolinux\boot.cat","2048","5/16/2026 10:12:45 AM","33e91194b4c9","","","","","","","","","","","","","",""
"ISOFile","\isolinux\drk.cfg","170","5/16/2026 10:11:06 AM","2936660b26e6","","","","","","","","","","","","","",""
"ISOFile","\isolinux\drkgtk.cfg","190","5/16/2026 10:11:06 AM","47e6f5b1fb98","","","","","","","","","","","","","",""
"ISOFile","\isolinux\drkmenu.cfg","816","5/16/2026 10:11:06 AM","db6cceab64d2","","","","","","","","","","","","","",""
"ISOFile","\isolinux\exithelp.cfg","53","5/16/2026 10:11:06 AM","98fb9091dc2e","","","","","","","","","","","","","",""
"ISOFile","\isolinux\f1.txt","891","5/16/2026 10:11:06 AM","8429d87ccb53","","","","","","","","","","","","","",""
"ISOFile","\isolinux\f10.txt","568","5/11/2026 12:23:16 PM","6d1fb224081e","","","","","","","","","","","","","",""
"ISOFile","\isolinux\f2.txt","671","5/11/2026 12:23:16 PM","071f95692245","","","","","","","","","","","","","",""
"ISOFile","\isolinux\f3.txt","905","5/11/2026 12:23:16 PM","15bbe07aaf50","","","","","","","","","","","","","",""
"ISOFile","\isolinux\f4.txt","486","5/11/2026 12:23:16 PM","8293c30502fa","","","","","","","","","","","","","",""
"ISOFile","\isolinux\f5.txt","806","5/11/2026 12:23:16 PM","19071cb76ea8","","","","","","","","","","","","","",""
"ISOFile","\isolinux\f6.txt","1212","5/11/2026 12:23:16 PM","fabd4de5b078","","","","","","","","","","","","","",""
"ISOFile","\isolinux\f7.txt","916","5/11/2026 12:23:16 PM","bed94563fe9d","","","","","","","","","","","","","",""
"ISOFile","\isolinux\f8.txt","1042","5/11/2026 12:23:16 PM","f09dd652f921","","","","","","","","","","","","","",""
"ISOFile","\isolinux\f9.txt","769","5/11/2026 12:23:16 PM","a942803ab18b","","","","","","","","","","","","","",""
"ISOFile","\isolinux\gtk.cfg","171","5/16/2026 10:11:06 AM","0e9a75645934","","","","","","","","","","","","","",""
"ISOFile","\isolinux\isolinux.bin","38912","5/16/2026 10:11:00 AM","dc1db86d6237","","","","","","","","","","","","","",""
"ISOFile","\isolinux\isolinux.cfg","157","5/16/2026 10:11:06 AM","34befdd9cf0c","","","","","","","","","","","","","",""
"ISOFile","\isolinux\ldlinux.c32","118724","5/16/2026 10:11:00 AM","04f7a2be02cf","","","","","","","","","","","","","",""
"ISOFile","\isolinux\libcom32.c32","167700","5/16/2026 10:11:00 AM","38a3762b2ca4","","","","","","","","","","","","","",""
"ISOFile","\isolinux\libutil.c32","24808","5/16/2026 10:11:00 AM","4d3592fe0cc1","","","","","","","","","","","","","",""
"ISOFile","\isolinux\menu.cfg","1189","5/16/2026 10:11:06 AM","35027599b639","","","","","","","","","","","","","",""
"ISOFile","\isolinux\prompt.cfg","175","5/16/2026 10:11:06 AM","cf6966c644e9","","","","","","","","","","","","","",""
"ISOFile","\isolinux\rqdrk.cfg","158","5/16/2026 10:11:06 AM","7b6526e043e3","","","","","","","","","","","","","",""
"ISOFile","\isolinux\rqdrkgtk.cfg","174","5/16/2026 10:11:06 AM","efd7f5370944","","","","","","","","","","","","","",""
"ISOFile","\isolinux\rqgtk.cfg","160","5/16/2026 10:11:06 AM","ce8490ec94f1","","","","","","","","","","","","","",""
"ISOFile","\isolinux\rqspkgtk.cfg","177","5/16/2026 10:11:06 AM","eb42496ff10c","","","","","","","","","","","","","",""
"ISOFile","\isolinux\rqtxt.cfg","143","5/16/2026 10:11:06 AM","6f014941c058","","","","","","","","","","","","","",""
"ISOFile","\isolinux\spkgtk.cfg","409","5/16/2026 10:11:06 AM","189e399eaee5","","","","","","","","","","","","","",""
"ISOFile","\isolinux\splash.png","58099","5/11/2026 12:23:16 PM","b236addaf693","","","","","","","","","","","","","",""
"ISOFile","\isolinux\stdmenu.cfg","734","5/16/2026 10:11:06 AM","11cbf061c344","","","","","","","","","","","","","",""
"ISOFile","\isolinux\txt.cfg","121","5/16/2026 10:11:06 AM","9dad0c526c02","","","","","","","","","","","","","",""
"ISOFile","\isolinux\vesamenu.c32","26584","5/16/2026 10:11:00 AM","c77fa58cbb70","","","","","","","","","","","","","",""
"ISOFile","\isolinux\win32-loader.ini","217","5/11/2026 12:23:16 PM","96ae38940a4e","","","","","","","","","","","","","",""
"ISOFile","\md5sum.txt","82706","5/16/2026 10:12:26 AM","f8f3f1fa8c90","","","","","","","","","","","","","",""
"ISOFile","\pics\blue-lowerleft.png","294","7/18/2021 11:09:36 PM","377adec12122","","","","","","","","","","","","","",""
"ISOFile","\pics\blue-lowerright.png","266","7/18/2021 11:09:36 PM","2d7d1bc77f26","","","","","","","","","","","","","",""
"ISOFile","\pics\blue-upperleft.png","280","7/18/2021 11:09:36 PM","02247cdbb05e","","","","","","","","","","","","","",""
"ISOFile","\pics\blue-upperright.png","290","7/18/2021 11:09:36 PM","303dc689afdf","","","","","","","","","","","","","",""
"ISOFile","\pics\debian-61.png","8033","6/12/2023 8:21:54 AM","9b25e026c242","","","","","","","","","","","","","",""
"ISOFile","\pics\debian-edu-installer-logo.png","38660","5/16/2026 10:07:06 AM","3112de080244","","","","","","","","","","","","","",""
"ISOFile","\pics\debian.jpg","8442","7/18/2021 11:09:36 PM","35ad70c79809","","","","","","","","","","","","","",""
"ISOFile","\pics\dot_bw.gif","43","6/12/2023 8:21:54 AM","8ed705aab168","","","","","","","","","","","","","",""
"ISOFile","\pics\gradient.png","254","6/12/2023 8:21:54 AM","8dcac2475701","","","","","","","","","","","","","",""
"ISOFile","\pics\hl_c.png","263","6/12/2023 8:21:54 AM","b886b176d2f6","","","","","","","","","","","","","",""
"ISOFile","\pics\logo-50.jpg","3986","7/18/2021 11:09:36 PM","3b57ce76eb02","","","","","","","","","","","","","",""
"ISOFile","\pics\openlogo-nd-50.png","1429","6/12/2023 8:21:54 AM","d0e203ac00c6","","","","","","","","","","","","","",""
"ISOFile","\pics\red-lowerleft.png","353","7/18/2021 11:09:36 PM","ac39006798e4","","","","","","","","","","","","","",""
"ISOFile","\pics\red-lowerright.png","299","7/18/2021 11:09:36 PM","ff75c9a29aaf","","","","","","","","","","","","","",""
"ISOFile","\pics\red-upperleft.png","321","7/18/2021 11:09:36 PM","374adeee0ee3","","","","","","","","","","","","","",""
"ISOFile","\pics\red-upperright.png","344","7/18/2021 11:09:36 PM","6790a6211da7","","","","","","","","","","","","","",""
"ISOFile","\pics\splash-skolelinux.png","53220","5/16/2026 10:07:06 AM","f249fbb5f571","","","","","","","","","","","","","",""
"ISOFile","\pool\contrib\b\b43-fwcutter\b43-fwcutter_019-14_amd64.deb","26304","7/17/2025 7:30:30 AM","0a0b3667a6de","","","","","","","","","","","","","",""
"ISOFile","\pool\contrib\b\b43-fwcutter\firmware-b43-installer_019-14_all.deb","8620","7/17/2025 7:30:24 AM","4f1c3ff18d09","","","","","","","","","","","","","",""
"ISOFile","\pool\contrib\b\b43-fwcutter\firmware-b43legacy-installer_019-14_all.deb","7660","7/17/2025 7:30:24 AM","86ed887108aa","","","","","","","","","","","","","",""
"ISOFile","\pool\main\a\acl\acl-udeb_2.3.2-2+b1_amd64.udeb","22064","10/28/2024 3:09:31 PM","b74330955fd3","","","","","","","","","","","","","",""
"ISOFile","\pool\main\a\acl\libacl1_2.3.2-2+b1_amd64.deb","32860","10/28/2024 3:09:31 PM","08074f01e384","","","","","","","","","","","","","",""
"ISOFile","\pool\main\a\acl\libacl1-udeb_2.3.2-2+b1_amd64.udeb","14340","10/28/2024 3:09:31 PM","b5b0a2543abc","","","","","","","","","","","","","",""
"ISOFile","\pool\main\a\acpi-support\acpi-support-base_0.143-5.2_all.deb","6908","5/26/2024 11:33:44 PM","9ada1482c47e","","","","","","","","","","","","","",""
"ISOFile","\pool\main\a\acpi\acpi_1.8-1_amd64.deb","13368","2/28/2025 9:56:59 AM","a1363baf3171","","","","","","","","","","","","","",""
"ISOFile","\pool\main\a\acpid\acpid_2.0.34-1+b1_amd64.deb","46860","1/7/2024 2:49:11 PM","a90780c40e2c","","","","","","","","","","","","","",""
"ISOFile","\pool\main\a\adduser\adduser_3.152_all.deb","190932","5/6/2025 7:29:12 PM","e50984d2e1ef","","","","","","","","","","","","","",""
"ISOFile","\pool\main\a\alsa-lib\libasound2-data_1.2.14-1_all.deb","21092","4/14/2025 7:00:49 PM","fe973f6467a6","","","","","","","","","","","","","",""
"ISOFile","\pool\main\a\alsa-lib\libasound2-udeb_1.2.14-1_amd64.udeb","380556","4/14/2025 7:00:48 PM","4ccea8d246a6","","","","","","","","","","","","","",""
"ISOFile","\pool\main\a\alsa-lib\libasound2t64_1.2.14-1_amd64.deb","381012","4/14/2025 7:00:48 PM","f03a2bd9d234","","","","","","","","","","","","","",""
"ISOFile","\pool\main\a\alsa-lib\libatopology2t64_1.2.14-1_amd64.deb","51332","4/14/2025 7:00:48 PM","a251ea245fd4","","","","","","","","","","","","","",""
"ISOFile","\pool\main\a\alsa-topology-conf\alsa-topology-conf_1.2.5.1-3_all.deb","15276","5/30/2024 10:02:09 PM","10795db61688","","","","","","","","","","","","","",""
"ISOFile","\pool\main\a\alsa-ucm-conf\alsa-ucm-conf_1.2.14-1_all.deb","92476","4/14/2025 7:16:14 PM","bbf96c1597e8","","","","","","","","","","","","","",""
"ISOFile","\pool\main\a\alsa-utils\alsa-utils_1.2.14-1_amd64.deb","1140648","4/14/2025 9:27:51 PM","1e2b5f31fc82","","","","","","","","","","","","","",""
"ISOFile","\pool\main\a\alsa-utils\alsa-utils-udeb_1.2.14-1_amd64.udeb","61696","4/14/2025 9:27:51 PM","4192610d68f6","","","","","","","","","","","","","",""
"ISOFile","\pool\main\a\apparmor\apparmor_4.1.0-1_amd64.deb","710236","4/10/2025 5:27:02 PM","a08bf026cde3","","","","","","","","","","","","","",""
"ISOFile","\pool\main\a\apparmor\libapparmor1_4.1.0-1_amd64.deb","43688","4/10/2025 5:27:02 PM","4158976c7703","","","","","","","","","","","","","",""
"ISOFile","\pool\main\a\apt-setup\apt-cdrom-setup_0.198_all.udeb","60724","7/20/2025 5:22:27 AM","be94c55b286a","","","","","","","","","","","","","",""
"ISOFile","\pool\main\a\apt-setup\apt-mirror-setup_0.198_all.udeb","60948","7/20/2025 5:22:27 AM","63ea52741792","","","","","","","","","","","","","",""
"ISOFile","\pool\main\a\apt-setup\apt-setup-udeb_0.198_amd64.udeb","80204","7/20/2025 5:22:31 AM","a56fda4905de","","","","","","","","","","","","","",""
"ISOFile","\pool\main\a\apt\apt_3.0.3_amd64.deb","1452192","6/24/2025 6:04:52 PM","55e341fbe92d","","","","","","","","","","","","","",""
"ISOFile","\pool\main\a\apt\apt-transport-https_3.0.3_all.deb","38636","6/24/2025 6:04:56 PM","b160504c20da","","","","","","","","","","","","","",""
"ISOFile","\pool\main\a\apt\apt-utils_3.0.3_amd64.deb","336256","6/24/2025 6:04:52 PM","679daae89a4f","","","","","","","","","","","","","",""
"ISOFile","\pool\main\a\apt\libapt-pkg7.0_3.0.3_amd64.deb","1112916","6/24/2025 6:04:52 PM","fdcc9f780c7d","","","","","","","","","","","","","",""
"ISOFile","\pool\main\a\argon2\libargon2-1-udeb_0~20190702+dfsg-4+b2_amd64.udeb","14844","10/28/2024 3:25:44 PM","66765f63cc62","","","","","","","","","","","","","",""
"ISOFile","\pool\main\a\at-spi2-core\at-spi2-core-udeb_2.56.2-1+deb13u1_amd64.udeb","195120","12/7/2025 2:59:39 PM","7e5618acac63","","","","","","","","","","","","","",""
"ISOFile","\pool\main\a\at-spi2-core\libatk-adaptor-udeb_2.56.2-1+deb13u1_amd64.udeb","2616","12/7/2025 2:59:39 PM","705ac18a48e0","","","","","","","","","","","","","",""
"ISOFile","\pool\main\a\at-spi2-core\libatk-bridge-2.0-0-udeb_2.56.2-1+deb13u1_amd64.udeb","58696","12/7/2025 2:59:39 PM","2800e63846fd","","","","","","","","","","","","","",""
"ISOFile","\pool\main\a\at-spi2-core\libatspi0-udeb_2.56.2-1+deb13u1_amd64.udeb","72080","12/7/2025 2:59:39 PM","f39c92121f72","","","","","","","","","","","","","",""
"ISOFile","\pool\main\a\attr\attr-udeb_2.5.2-3_amd64.udeb","14284","2/21/2025 11:32:29 AM","ae0b088d0c6f","","","","","","","","","","","","","",""
"ISOFile","\pool\main\a\attr\libattr1_2.5.2-3_amd64.deb","22876","2/21/2025 11:32:29 AM","606b5ee12ea2","","","","","","","","","","","","","",""
"ISOFile","\pool\main\a\attr\libattr1-udeb_2.5.2-3_amd64.udeb","7280","2/21/2025 11:32:29 AM","1fef4b1e406f","","","","","","","","","","","","","",""
"ISOFile","\pool\main\a\audit\libaudit-common_4.0.2-2_all.deb","12692","11/14/2024 10:09:07 PM","b6edcd7aa36a","","","","","","","","","","","","","",""
"ISOFile","\pool\main\a\audit\libaudit1_4.0.2-2+b2_amd64.deb","55080","2/26/2025 8:00:51 PM","e5c200c6f9db","","","","","","","","","","","","","",""
"ISOFile","\pool\main\b\base-files\base-files_13.8+deb13u5_amd64.deb","73300","5/10/2026 9:22:46 PM","881315da319c","","","","","","","","","","","","","",""
"ISOFile","\pool\main\b\base-installer\base-installer_1.226_all.udeb","42020","7/20/2025 5:22:42 AM","6bb0ec5e9465","","","","","","","","","","","","","",""
"ISOFile","\pool\main\b\base-installer\bootstrap-base_1.226_amd64.udeb","137628","7/20/2025 5:22:35 AM","1fad5410b5d7","","","","","","","","","","","","","",""
"ISOFile","\pool\main\b\base-passwd\base-passwd_3.6.7_amd64.deb","53712","3/23/2025 4:04:13 PM","cf31c6956ab5","","","","","","","","","","","","","",""
"ISOFile","\pool\main\b\bash-completion\bash-completion_2.16.0-7_all.deb","319436","1/26/2025 9:03:53 PM","e94b49cbfecc","","","","","","","","","","","","","",""
"ISOFile","\pool\main\b\bash\bash_5.2.37-2+b9_amd64.deb","1501148","5/9/2026 11:16:55 AM","03571d298ed2","","","","","","","","","","","","","",""
"ISOFile","\pool\main\b\beep\beep-udeb_1.4.9-1.1_amd64.udeb","8320","12/29/2023 9:26:28 PM","72803faffa7d","","","","","","","","","","","","","",""
"ISOFile","\pool\main\b\binutils\binutils_2.44-3_amd64.deb","265400","3/4/2025 12:25:37 AM","6bc08c02539b","","","","","","","","","","","","","",""
"ISOFile","\pool\main\b\binutils\binutils-common_2.44-3_amd64.deb","2508768","3/4/2025 12:25:37 AM","002da5d23f87","","","","","","","","","","","","","",""
"ISOFile","\pool\main\b\binutils\binutils-x86-64-linux-gnu_2.44-3_amd64.deb","1013844","3/4/2025 12:25:37 AM","e6741ce95ff0","","","","","","","","","","","","","",""
"ISOFile","\pool\main\b\binutils\libbinutils_2.44-3_amd64.deb","534440","3/4/2025 12:25:37 AM","4f4664c8a8f0","","","","","","","","","","","","","",""
"ISOFile","\pool\main\b\binutils\libctf-nobfd0_2.44-3_amd64.deb","155672","3/4/2025 12:25:37 AM","e280b2be3db6","","","","","","","","","","","","","",""
"ISOFile","\pool\main\b\binutils\libctf0_2.44-3_amd64.deb","88616","3/4/2025 12:25:37 AM","120cafcd9313","","","","","","","","","","","","","",""
"ISOFile","\pool\main\b\binutils\libgprofng0_2.44-3_amd64.deb","807764","3/4/2025 12:25:37 AM","0d36d0bde85c","","","","","","","","","","","","","",""
"ISOFile","\pool\main\b\binutils\libsframe1_2.44-3_amd64.deb","78360","3/4/2025 12:25:37 AM","38f625dfdc58","","","","","","","","","","","","","",""
"ISOFile","\pool\main\b\bluez\libbluetooth3_5.82-1.1_amd64.deb","101676","6/3/2025 9:15:58 PM","36e8ab3e964a","","","","","","","","","","","","","",""
"ISOFile","\pool\main\b\brltty\brltty_6.7-3.1+deb13u3_amd64.deb","1556388","2/27/2026 10:18:18 PM","93ba25e82d58","","","","","","","","","","","","","",""
"ISOFile","\pool\main\b\brltty\libbrlapi0.8_6.7-3.1+deb13u3_amd64.deb","92960","2/27/2026 10:18:18 PM","d8767805735b","","","","","","","","","","","","","",""
"ISOFile","\pool\main\b\brotli\libbrotli1_1.1.0-2+b7_amd64.deb","306624","2/26/2025 9:40:17 PM","0fb79f88db21","","","","","","","","","","","","","",""
"ISOFile","\pool\main\b\bsd-mailx\bsd-mailx_8.1.2-0.20220412cvs-1.1_amd64.deb","82156","7/13/2025 8:45:42 PM","c4c4503ba360","","","","","","","","","","","","","",""
"ISOFile","\pool\main\b\bterm-unifont\bterm-unifont_1.8_amd64.udeb","605768","10/20/2024 11:09:42 PM","7bcee7d70204","","","","","","","","","","","","","",""
"ISOFile","\pool\main\b\btrfs-progs\btrfs-progs_6.14-1_amd64.deb","908164","4/22/2025 3:47:02 AM","ae3ab86d467b","","","","","","","","","","","","","",""
"ISOFile","\pool\main\b\btrfs-progs\btrfs-progs-udeb_6.14-1_amd64.udeb","498832","4/22/2025 3:47:02 AM","d2575c8bf19b","","","","","","","","","","","","","",""
"ISOFile","\pool\main\b\busybox\busybox_1.37.0-6+b8_amd64.deb","485096","5/9/2026 11:21:59 AM","bfe8994fbd3d","","","","","","","","","","","","","",""
"ISOFile","\pool\main\b\bzip2\bzip2_1.0.8-6_amd64.deb","40520","8/19/2024 5:02:24 PM","6b5fbe71f0fc","","","","","","","","","","","","","",""
"ISOFile","\pool\main\b\bzip2\libbz2-1.0_1.0.8-6_amd64.deb","37912","8/19/2024 5:02:24 PM","cba4cda04244","","","","","","","","","","","","","",""
"ISOFile","\pool\main\c\ca-certificates\ca-certificates_20250419_all.deb","161704","4/19/2025 7:46:08 AM","ef590f89563a","","","","","","","","","","","","","",""
"ISOFile","\pool\main\c\ca-certificates\ca-certificates-udeb_20250419_all.udeb","131920","4/19/2025 7:46:08 AM","dbeed3fb599e","","","","","","","","","","","","","",""
"ISOFile","\pool\main\c\carl9170fw\firmware-carl9170_1.9.9-450-gad1c721+dfsg-0.1_all.deb","15336","1/5/2025 5:49:10 PM","23f34269d237","","","","","","","","","","","","","",""
"ISOFile","\pool\main\c\cdebconf-entropy\cdebconf-gtk-entropy_0.59_amd64.udeb","15544","7/20/2025 5:22:40 AM","7ed4197deb65","","","","","","","","","","","","","",""
"ISOFile","\pool\main\c\cdebconf-entropy\cdebconf-newt-entropy_0.59_amd64.udeb","16988","7/20/2025 5:22:40 AM","8d23e07e580d","","","","","","","","","","","","","",""
"ISOFile","\pool\main\c\cdebconf-entropy\cdebconf-text-entropy_0.59_amd64.udeb","16580","7/20/2025 5:22:40 AM","d50734648c9a","","","","","","","","","","","","","",""
"ISOFile","\pool\main\c\cdebconf-terminal\cdebconf-newt-terminal_0.48_amd64.udeb","4572","6/25/2025 7:18:26 PM","c071df1c4493","","","","","","","","","","","","","",""
"ISOFile","\pool\main\c\cdebconf\libdebconfclient0_0.280_amd64.deb","10632","7/20/2025 5:22:49 AM","25acadc8b394","","","","","","","","","","","","","",""
"ISOFile","\pool\main\c\chardet\python3-chardet_5.2.0+dfsg-2_all.deb","107644","1/13/2025 3:23:53 PM","06d26a4755a1","","","","","","","","","","","","","",""
"ISOFile","\pool\main\c\choose-mirror\choose-mirror_2.133_all.udeb","1088","7/20/2025 7:19:45 AM","5abbbba2225e","","","","","","","","","","","","","",""
"ISOFile","\pool\main\c\choose-mirror\choose-mirror-bin_2.133_amd64.udeb","135880","7/20/2025 7:19:42 AM","eca2a292fa26","","","","","","","","","","","","","",""
"ISOFile","\pool\main\c\clock-setup\clock-setup_0.166_amd64.udeb","49476","6/26/2025 8:45:45 PM","26a213d2fe12","","","","","","","","","","","","","",""
"ISOFile","\pool\main\c\console-data\console-keymaps-mac_1.12-9_all.udeb","17724","10/26/2021 2:55:52 PM","7c732de1b468","","","","","","","","","","","","","",""
"ISOFile","\pool\main\c\console-setup\console-setup_1.242~deb13u1_all.deb","97512","11/2/2025 12:45:00 PM","e9f845aad7fd","","","","","","","","","","","","","",""
"ISOFile","\pool\main\c\console-setup\console-setup-linux_1.242~deb13u1_all.deb","6207256","11/2/2025 12:45:00 PM","c96eb9386cd8","","","","","","","","","","","","","",""
"ISOFile","\pool\main\c\console-setup\keyboard-configuration_1.242~deb13u1_all.deb","428864","11/2/2025 12:45:00 PM","f8b614f91016","","","","","","","","","","","","","",""
"ISOFile","\pool\main\c\coreutils\coreutils_9.7-3_amd64.deb","3023556","6/4/2025 4:02:37 PM","1299ab6f9389","","","","","","","","","","","","","",""
"ISOFile","\pool\main\c\cpio\cpio_2.15+dfsg-2_amd64.deb","252116","7/28/2024 1:07:26 AM","d8faece250bc","","","","","","","","","","","","","",""
"ISOFile","\pool\main\c\cracklib2\libcrack2-udeb_2.9.6-5.2+b1_amd64.udeb","125976","2/26/2025 9:52:37 PM","8149533b4221","","","","","","","","","","","","","",""
"ISOFile","\pool\main\c\cron\cron_3.0pl1-197_amd64.deb","87416","6/13/2025 9:03:10 AM","32d7fc3e00dc","","","","","","","","","","","","","",""
"ISOFile","\pool\main\c\cron\cron-daemon-common_3.0pl1-197_all.deb","17792","6/13/2025 8:58:09 AM","47f7f603a425","","","","","","","","","","","","","",""
"ISOFile","\pool\main\c\cryptsetup\cryptsetup_2.7.5-2_amd64.deb","229764","5/4/2025 9:05:49 PM","916ff5b1336f","","","","","","","","","","","","","",""
"ISOFile","\pool\main\c\cryptsetup\cryptsetup-bin_2.7.5-2_amd64.deb","503628","5/4/2025 9:05:49 PM","b77b192cf1c3","","","","","","","","","","","","","",""
"ISOFile","\pool\main\c\cryptsetup\cryptsetup-initramfs_2.7.5-2_all.deb","41676","5/4/2025 9:05:47 PM","da032fdf8c26","","","","","","","","","","","","","",""
"ISOFile","\pool\main\c\cryptsetup\cryptsetup-udeb_2.7.5-2_amd64.udeb","96300","5/4/2025 9:05:49 PM","e12f2fb56349","","","","","","","","","","","","","",""
"ISOFile","\pool\main\c\cryptsetup\libcryptsetup12_2.7.5-2_amd64.deb","254056","5/4/2025 9:05:49 PM","84f6596296c3","","","","","","","","","","","","","",""
"ISOFile","\pool\main\c\cryptsetup\libcryptsetup12-udeb_2.7.5-2_amd64.udeb","230760","5/4/2025 9:05:49 PM","33e2fea29105","","","","","","","","","","","","","",""
"ISOFile","\pool\main\c\cyrus-sasl2\libsasl2-2_2.1.28+dfsg1-9_amd64.deb","57512","2/28/2025 11:36:00 PM","66e49d7ae026","","","","","","","","","","","","","",""
"ISOFile","\pool\main\c\cyrus-sasl2\libsasl2-modules_2.1.28+dfsg1-9_amd64.deb","66712","2/28/2025 11:36:00 PM","cfb73ce3c26b","","","","","","","","","","","","","",""
